_class_name,_created_at,_object_id,_updated_at,areaName,locationName,projectName
Project,2013-02-07T16:13:33.413Z,iUrlMQa9Cc,2014-05-30T14:00:35.522Z,bruce,canberra,13-501 Apple (AFOC)
Project,2013-02-07T16:13:31.318Z,WPYFO1TOqn,2014-05-30T14:00:11.987Z,baskerville,Perth,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.379Z,cA7KnQPnpP,2014-05-30T14:00:36.053Z,tipplers_pass,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.362Z,IG0XN7bxRI,2014-05-30T14:00:36.321Z,tingalpa,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.345Z,pZxio1css9,2014-05-30T14:00:36.580Z,springwood,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.325Z,54TWmMiJRy,2014-05-30T14:00:37.187Z,russell_island,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.308Z,DKgR33LHNz,2014-05-30T14:00:37.139Z,raby_bay,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.291Z,3hZIkhpyjk,2014-05-30T14:00:37.439Z,port,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.274Z,PBZyJFa4mt,2014-05-30T14:00:37.734Z,moreton_island,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.063Z,1nipLrx0rf,2014-05-30T14:00:18.743Z,remuera_r1,auckland,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.239Z,8jNm8homSo,2014-05-30T14:00:38.261Z,kenmore,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.212Z,pcY3Qe00EI,2014-05-30T14:00:38.555Z,ipswich,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.196Z,F30RCMOafu,2014-05-30T14:00:38.888Z,forest_lake,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.179Z,fetZ8ChaIy,2014-05-30T14:00:39.119Z,deception_bay,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.162Z,FirAObPHaQ,2014-05-30T14:00:39.426Z,cc,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.146Z,v1qnOVzV5o,2014-05-30T14:00:39.700Z,carindale,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.129Z,pyk62SwGRI,2014-05-30T14:00:42.774Z,brendale,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.112Z,5g5ZTDt0Fn,2014-05-30T14:00:43.111Z,amity,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.096Z,9w949ZitLL,2014-05-30T14:00:43.308Z,3_islands,brisbane,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.079Z,Sd3nnkPtKF,2014-05-30T14:00:43.578Z,runaway_bay,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.063Z,1RWkMhbrSb,2014-05-30T14:00:43.826Z,oxenford,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.013Z,9uj1Vy9gis,2014-05-30T14:00:44.713Z,kingscliff,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.994Z,jWjp3oW24l,2014-05-30T14:00:45.010Z,elanora,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.977Z,b78b6WOrml,2014-05-30T14:00:45.292Z,cc,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.960Z,phFMpIBxLB,2014-05-30T14:00:45.565Z,ashmore,gold_coast,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.943Z,N5aNb3sWal,2014-05-30T14:00:45.838Z,table_mountain_r1,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.926Z,gAgITNfyNH,2014-05-30T14:00:46.088Z,table_mountain,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.908Z,tP3bHfeCub,2014-05-30T14:00:46.355Z,scarborough,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.889Z,1vzpmwk7hU,2014-05-30T14:00:46.620Z,robben_island,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.873Z,Fqxwk3uKto,2014-05-30T14:00:46.875Z,outside,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.856Z,jyUzNC7eqI,2014-05-30T14:00:47.179Z,noordhoek,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.839Z,6ftDRYKr5O,2014-05-30T14:00:49.404Z,mitchells_plain,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.823Z,SdZ6J0QUJw,2014-05-30T14:00:50.619Z,hout_bay,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.806Z,BK30YsN8Xy,2014-05-30T14:00:50.885Z,constantiaberg,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.789Z,5hoWS94GyF,2014-05-30T14:00:51.187Z,cc,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.772Z,claNLWi6q6,2014-05-30T14:00:51.498Z,blouberg,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.756Z,2xuA2r6csG,2014-05-30T14:00:51.702Z,parow,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.739Z,fCxQiTcJmX,2014-05-30T14:00:52.024Z,delft,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.722Z,aJlYul4ong,2014-05-30T14:00:52.283Z,athlone,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.687Z,F20P8Fy7jg,2014-05-30T14:00:52.517Z,silverton,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.670Z,8auJLZ1FbL,2014-05-30T14:00:52.803Z,mamelodi,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.653Z,Od1K4LZ2Om,2014-05-30T14:00:53.034Z,faerie_glen,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.637Z,ANly1M6DUh,2014-05-30T14:00:53.288Z,centurion,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.620Z,Je1F2QM8uh,2014-05-30T14:00:53.546Z,cc,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.604Z,rZbJ6Etj9n,2014-05-30T14:00:53.830Z,atteridgeville,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.587Z,X8s9Iee6QV,2014-05-30T14:00:54.084Z,akasia,pretoria,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.570Z,9TVBnUy7xk,2014-05-30T14:00:54.348Z,soweto,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.413Z,iUrlMQa9Cc,2014-05-30T14:00:35.522Z,bruce,canberra,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.537Z,lvz7IEiwab,2014-05-30T14:00:54.860Z,randburg,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.519Z,VtgTeUIQzO,2014-05-30T14:00:55.136Z,olifantsfo,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.397Z,xeo1bB7RQC,2014-05-30T14:00:55.372Z,midrand,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.380Z,0ltyOtQTVA,2014-05-30T14:00:55.695Z,cc,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.363Z,gLzQuCPcJo,2014-05-30T14:00:55.890Z,kempton,johannesburg,13-501 Apple (AFOC)
Project,2013-03-13T17:37:57.543Z,PLh2zHkh8g,2014-05-30T14:01:17.513Z,2_central_9,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:33.291Z,3hZIkhpyjk,2014-05-30T14:00:37.439Z,port,brisbane,13-501 Apple (AFOC)
Project,2013-03-13T17:37:04.578Z,dG5lbtYF1V,2014-05-30T14:01:18.156Z,2_karori,wellington,13-501 Apple (AFOC)
Project,2013-03-13T17:35:58.864Z,hlEA9tPxiF,2014-05-30T14:01:18.424Z,2_cc,wellington,13-501 Apple (AFOC)
Project,2013-03-12T13:55:32.458Z,w0sFhzd3y3,2014-05-30T14:01:18.648Z,color2lns16exps4485MSL,Clarksville_MO,13-506_Holcim
Project,2013-03-05T15:53:41.454Z,3hDohJlZX8,2014-05-30T14:01:18.933Z,ft_pierce_5p,ft_pierce,13-501 Apple
Project,2013-03-05T15:52:31.924Z,G2u0FMP59d,2014-05-30T14:01:19.234Z,daytona_beach_9_r1,Orlando,13-501 Apple
Project,2013-02-07T16:13:33.179Z,fetZ8ChaIy,2014-05-30T14:00:39.119Z,deception_bay,brisbane,13-501 Apple (AFOC)
Project,2013-03-05T15:33:27.798Z,HpxcZmjBPC,2014-05-30T14:01:19.684Z,deland_9_r1,Orlando,13-501 Apple
Project,2013-02-20T15:24:29.663Z,OBjGkQOdAp,2014-05-30T14:01:19.881Z,Grant_Valkaria_5P,Grant_Valkaria,13-501 Apple
Project,2013-02-13T16:55:34.047Z,uzKosxN0jd,2014-05-30T14:01:20.133Z,1_koloa_r1_9,Hawaii,13-501 Apple
Project,2013-02-11T13:52:35.773Z,GGAEhMe0Ql,2014-05-30T14:01:20.388Z,sj_cc,Test_flight,13-501 Apple
Project,2013-02-11T13:52:05.422Z,o0nhBxG3cE,2014-05-30T14:01:20.649Z,sf_cc,Test_flight,13-501 Apple
Project,2013-02-11T13:51:37.590Z,QfAz9HwJDr,2014-05-30T14:01:20.909Z,Oak_cc,Test_flight,13-501 Apple
Project,2013-02-11T13:50:49.257Z,kbZoaDGLpc,2014-05-30T14:01:21.141Z,Test_flt_20130117,Test_FLT,13-501 Apple
Project,2013-02-11T13:50:10.892Z,xpcymNyfJg,2014-05-30T14:01:21.397Z,Palo_Alto_9,VP San Francisco,13-501 Apple
Project,2013-02-07T16:13:35.945Z,4sX6z962vJ,2014-05-30T14:01:21.679Z,Promo,Promo,13-010 Promo
Project,2013-02-07T16:13:35.929Z,4abrv20cER,2014-05-30T14:01:21.909Z,Testing,Testing,13-001 Overhead
Project,2013-02-07T16:13:35.912Z,46HLV5kMDx,2014-05-30T14:01:22.174Z,Overhead,Overhead,13-001 Overhead
Project,2013-02-07T16:13:35.896Z,vseyfodiwj,2014-05-30T14:01:22.446Z,Testing,Testing,13-501 Apple
Project,2013-02-07T16:13:35.879Z,94xrusbjEg,2014-05-30T14:01:22.679Z,Relocation,Relocation,13-501 Apple
Project,2013-02-07T16:13:35.862Z,Vt4qzG4B2N,2014-05-30T14:01:22.931Z,Relocation,Relocation,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.846Z,mRV5hBwh9x,2014-05-30T14:01:23.162Z,deltona_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.826Z,XKEVkBHC79,2014-05-30T14:01:23.453Z,orlando_ew_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.809Z,5ZzYB9LQ6a,2014-05-30T14:01:23.714Z,cc_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.792Z,FoceIQnQox,2014-05-30T14:01:23.928Z,orlando_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.776Z,DzfRbV2Lcf,2014-05-30T14:01:24.230Z,4_kula_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:32.806Z,BK30YsN8Xy,2014-05-30T14:00:50.885Z,constantiaberg,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.742Z,9FIICYiGPN,2014-05-30T14:01:24.785Z,4_Mtns1_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.726Z,5eeY42urvy,2014-05-30T14:01:25.018Z,4_wailea-makena_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.709Z,hx4mcZUeQU,2014-05-30T14:01:25.285Z,4_waiakapuhi_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.693Z,NMvfBAn2Wx,2014-05-30T14:01:28.910Z,4_makawao_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:32.722Z,aJlYul4ong,2014-05-30T14:00:52.283Z,athlone,capetown,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.659Z,ZVlW4123lK,2014-05-30T14:01:29.496Z,4_haiku_pauwela_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.642Z,gvmIpTd8sB,2014-05-30T14:01:29.720Z,3_mahinanui_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.625Z,73PS6gsmxv,2014-05-30T14:01:29.970Z,2_lahaina_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.480Z,F3OoXswiLa,2014-05-30T14:01:30.252Z,2_kapalua_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.464Z,g2JJSAkBV3,2014-05-30T14:01:30.480Z,2_kaanapali_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.431Z,Br4c2ti9e1,2014-05-30T14:01:31.052Z,1_Mtns5_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.447Z,kWnXCameLC,2014-05-30T14:01:30.769Z,1_Mtns4_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.414Z,fR7NOor6No,2014-05-30T14:01:31.254Z,1_Mtns3_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:32.553Z,41TTmWzz03,2014-05-30T14:00:54.588Z,sandton,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:32.537Z,lvz7IEiwab,2014-05-30T14:00:54.860Z,randburg,johannesburg,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.350Z,e9KleEd1AJ,2014-05-30T14:01:32.034Z,1_linhue_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.333Z,HOGsyNFXHw,2014-05-30T14:01:32.331Z,1_koloa_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.316Z,P9qCXgGGDV,2014-05-30T14:01:35.740Z,1_kilauea_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.300Z,SkpsELRm97,2014-05-30T14:01:36.031Z,1_kapaa_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.283Z,unFlTpWvUX,2014-05-30T14:01:36.424Z,1_anahola_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.266Z,hAiwmmL1tk,2014-05-30T14:01:36.843Z,st_petersburg_9,tampa,13-501 Apple
Project,2013-02-07T16:13:35.249Z,ZODw1Tk3Ab,2014-05-30T14:01:36.923Z,clearwater_9,tampa,13-501 Apple
Project,2013-03-13T17:35:58.864Z,hlEA9tPxiF,2014-05-30T14:01:18.424Z,2_cc,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.216Z,Z6zxUquM7c,2014-05-30T14:01:37.357Z,big_pine_key_nw_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.199Z,KwrkoDviiN,2014-05-30T14:01:37.633Z,4000_7_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.183Z,kn79BOLucV,2014-05-30T14:01:37.888Z,4000_6_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.166Z,kKaJwweY2S,2014-05-30T14:01:38.226Z,4000_5_9,keys,13-501 Apple
Project,2013-03-05T15:33:27.798Z,HpxcZmjBPC,2014-05-30T14:01:19.684Z,deland_9_r1,Orlando,13-501 Apple
Project,2013-02-07T16:13:35.133Z,GgMSC1SvEu,2014-05-30T14:01:38.713Z,4000_3_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.116Z,Su1Zj4ANn5,2014-05-30T14:01:38.966Z,4000_2_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.099Z,oDXoNLz2r6,2014-05-30T14:01:39.237Z,4000_1_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.083Z,GbWj5RotPt,2014-05-30T14:01:39.493Z,key_west_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.066Z,vJtmmYq0lf,2014-05-30T14:01:39.770Z,key_colony_beach_9,keys,13-501 Apple
Project,2013-02-11T13:50:49.257Z,kbZoaDGLpc,2014-05-30T14:01:21.141Z,Test_flt_20130117,Test_FLT,13-501 Apple
Project,2013-02-11T13:50:10.892Z,xpcymNyfJg,2014-05-30T14:01:21.397Z,Palo_Alto_9,VP San Francisco,13-501 Apple
Project,2013-02-07T16:13:35.016Z,M3DrDRj8Hl,2014-05-30T14:01:40.522Z,big_pine_key_9,keys,13-501 Apple
Project,2013-02-07T16:13:34.999Z,aDjV74KBgj,2014-05-30T14:01:40.778Z,ponce_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.983Z,fcsXdJ9iuG,2014-05-30T14:01:41.106Z,mayaguez_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.966Z,8c4jb30g7y,2014-05-30T14:01:41.323Z,aguadilla_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.947Z,ZzgwFDzS9n,2014-05-30T14:01:41.618Z,arecibo_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.930Z,QHXNgemRrS,2014-05-30T14:01:44.548Z,san_juan-mtns1_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.914Z,FlQ75ZSQvw,2014-05-30T14:01:44.787Z,san_juan-se_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.897Z,4gT49Wk0Tx,2014-05-30T14:01:45.070Z,san_juan-east_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:35.809Z,5ZzYB9LQ6a,2014-05-30T14:01:23.714Z,cc_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.792Z,FoceIQnQox,2014-05-30T14:01:23.928Z,orlando_9,orlando,13-501 Apple
Project,2013-02-07T16:13:35.776Z,DzfRbV2Lcf,2014-05-30T14:01:24.230Z,4_kula_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.759Z,33Rf1NjlTO,2014-05-30T14:01:24.545Z,4_Mtns2_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.742Z,9FIICYiGPN,2014-05-30T14:01:24.785Z,4_Mtns1_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.726Z,5eeY42urvy,2014-05-30T14:01:25.018Z,4_wailea-makena_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.709Z,hx4mcZUeQU,2014-05-30T14:01:25.285Z,4_waiakapuhi_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.693Z,NMvfBAn2Wx,2014-05-30T14:01:28.910Z,4_makawao_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.676Z,ZGjHMeKln9,2014-05-30T14:01:29.231Z,4_kahului_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:34.550Z,BKD3XFGaQ4,2014-05-30T14:01:47.677Z,upper_hutt,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.642Z,gvmIpTd8sB,2014-05-30T14:01:29.720Z,3_mahinanui_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.625Z,73PS6gsmxv,2014-05-30T14:01:29.970Z,2_lahaina_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.480Z,F3OoXswiLa,2014-05-30T14:01:30.252Z,2_kapalua_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.464Z,g2JJSAkBV3,2014-05-30T14:01:30.480Z,2_kaanapali_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.431Z,Br4c2ti9e1,2014-05-30T14:01:31.052Z,1_Mtns5_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:34.449Z,EzgbBeYHWt,2014-05-30T14:01:51.399Z,mtns2,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:35.414Z,fR7NOor6No,2014-05-30T14:01:31.254Z,1_Mtns3_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.397Z,5fPtXntptm,2014-05-30T14:01:31.500Z,1_Mtns2_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.367Z,pPAiAm3sYF,2014-05-30T14:01:31.759Z,1_Mtns1_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.350Z,e9KleEd1AJ,2014-05-30T14:01:32.034Z,1_linhue_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.333Z,HOGsyNFXHw,2014-05-30T14:01:32.331Z,1_koloa_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.316Z,P9qCXgGGDV,2014-05-30T14:01:35.740Z,1_kilauea_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.300Z,SkpsELRm97,2014-05-30T14:01:36.031Z,1_kapaa_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.283Z,unFlTpWvUX,2014-05-30T14:01:36.424Z,1_anahola_9,hawaii,13-501 Apple
Project,2013-02-07T16:13:35.266Z,hAiwmmL1tk,2014-05-30T14:01:36.843Z,st_petersburg_9,tampa,13-501 Apple
Project,2013-02-07T16:13:35.249Z,ZODw1Tk3Ab,2014-05-30T14:01:36.923Z,clearwater_9,tampa,13-501 Apple
Project,2013-02-07T16:13:35.232Z,7cMhIiPqwU,2014-05-30T14:01:37.105Z,tampa_9,tampa,13-501 Apple
Project,2013-02-07T16:13:35.216Z,Z6zxUquM7c,2014-05-30T14:01:37.357Z,big_pine_key_nw_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.199Z,KwrkoDviiN,2014-05-30T14:01:37.633Z,4000_7_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.183Z,kn79BOLucV,2014-05-30T14:01:37.888Z,4000_6_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.166Z,kKaJwweY2S,2014-05-30T14:01:38.226Z,4000_5_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.149Z,zIZGDLoenf,2014-05-30T14:01:38.435Z,4000_4_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.133Z,GgMSC1SvEu,2014-05-30T14:01:38.713Z,4000_3_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.116Z,Su1Zj4ANn5,2014-05-30T14:01:38.966Z,4000_2_9,keys,13-501 Apple
Project,2013-07-26T12:21:48.861Z,7qD1QTCxVp,2014-05-30T14:02:07.720Z,Chelsea,Ottawa,13-501 Apple
Project,2013-02-07T16:13:35.083Z,GbWj5RotPt,2014-05-30T14:01:39.493Z,key_west_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.066Z,vJtmmYq0lf,2014-05-30T14:01:39.770Z,key_colony_beach_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.049Z,CHJATI9Ixz,2014-05-30T14:01:40.000Z,duck_key_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.032Z,jiseAilp7r,2014-05-30T14:01:40.222Z,cudjoe_key_9,keys,13-501 Apple
Project,2013-02-07T16:13:35.016Z,M3DrDRj8Hl,2014-05-30T14:01:40.522Z,big_pine_key_9,keys,13-501 Apple
Project,2013-02-07T16:13:34.999Z,aDjV74KBgj,2014-05-30T14:01:40.778Z,ponce_9,puerto_rico,13-501 Apple
Project,2013-07-24T16:01:14.565Z,63DJybTLIQ,2014-05-30T14:02:09.486Z,Sandy,Salt Lake City,13-501 Apple
Project,2013-02-07T16:13:34.966Z,8c4jb30g7y,2014-05-30T14:01:41.323Z,aguadilla_9,puerto_rico,13-501 Apple
Project,2013-07-24T16:00:07.703Z,XrrV3N0y79,2014-05-30T14:02:09.940Z,Salt Lake City,Salt Lake City,13-501 Apple
Project,2013-02-07T16:13:34.930Z,QHXNgemRrS,2014-05-30T14:01:44.548Z,san_juan-mtns1_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.914Z,FlQ75ZSQvw,2014-05-30T14:01:44.787Z,san_juan-se_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.897Z,4gT49Wk0Tx,2014-05-30T14:01:45.070Z,san_juan-east_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.880Z,NYAlsgvXdf,2014-05-30T14:01:45.450Z,san_juan-central_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.864Z,2d7Ey3KUf6,2014-05-30T14:01:45.559Z,san_juan_west_9,puerto_rico,13-501 Apple
Project,2013-02-07T16:13:34.847Z,Hu8krUcbmd,2014-05-30T14:01:45.881Z,west_palm_beach_west_5p,west_palm_beach,13-501 Apple
Project,2013-02-07T16:13:34.830Z,JqqCgbEtuk,2014-05-30T14:01:46.136Z,west_palm_beach_east_5p,west_palm_beach,13-501 Apple
Project,2013-02-07T16:13:34.805Z,FAQiRd5VdH,2014-05-30T14:01:46.413Z,west_palm_beach_west_9,west_palm_beach,13-501 Apple
Project,2013-02-07T16:13:34.616Z,1A04ie63jn,2014-05-30T14:01:46.693Z,west_palm_beach_east_9,west_palm_beach,13-501 Apple
Project,2013-02-07T16:13:34.600Z,iSQqSW3YyF,2014-05-30T14:01:46.921Z,destin_5p,pensacola,13-501 Apple
Project,2013-02-07T16:13:34.583Z,FDGVkteGkV,2014-05-30T14:01:47.147Z,pensacola_5p,pensacola,13-501 Apple
Project,2013-02-07T16:13:34.566Z,qHZ91j2mIW,2014-05-30T14:01:47.596Z,pensacola_5,pensacola,13-501 Apple
Project,2013-02-07T16:13:34.550Z,BKD3XFGaQ4,2014-05-30T14:01:47.677Z,upper_hutt,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.533Z,xrfRgaMEg6,2014-05-30T14:01:47.956Z,porirua,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.516Z,En9HGFXQgC,2014-05-30T14:01:48.235Z,ngaio,wellington,13-501 Apple (AFOC)
Project,2013-07-23T12:48:13.580Z,bvNMPmNcYX,2014-05-30T14:02:16.734Z,Boston,Boston,13-501 Apple
Project,2013-02-07T16:13:34.483Z,HhPwHlQ99a,2014-05-30T14:01:48.789Z,mtns4,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.466Z,i0c7J8aPGW,2014-05-30T14:01:49.053Z,mtns3,wellington,13-501 Apple (AFOC)
Project,2013-07-19T15:14:24.200Z,bRM180Oy6c,2014-05-30T14:02:17.544Z,Windsor,Detroit,13-501 Apple
Project,2013-02-07T16:13:34.433Z,J4mYCYN9Xl,2014-05-30T14:01:52.182Z,mtns1,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.416Z,O59DXTORq2,2014-05-30T14:01:52.466Z,miramar,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.399Z,1d2EHPvBO8,2014-05-30T14:01:52.734Z,mana_island,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.383Z,m72cEZcZXO,2014-05-30T14:01:53.048Z,lower_hutt,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.366Z,xgK5fQ2SkQ,2014-05-30T14:01:53.338Z,karori,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.349Z,AaDIilFb1J,2014-05-30T14:01:53.594Z,coast2,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.333Z,G0Va1kAFgm,2014-05-30T14:01:53.848Z,coast1,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.286Z,wnPWCwkCzl,2014-05-30T14:01:54.158Z,cc,wellington,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.270Z,btaMSnhly5,2014-05-30T14:01:54.356Z,north_park_r4,auckland,13-501 Apple (AFOC)
Project,2013-06-27T13:34:06.437Z,iXcPfHnIZh,2014-05-30T14:02:19.874Z,aptos_hills,san_francisco,13-501 Apple
Project,2013-02-07T16:13:34.237Z,Ip4g0e5lKB,2014-05-30T14:01:54.902Z,waiheke_1500_9,auckland,13-501 Apple (AFOC)
Project,2013-02-07T16:13:34.220Z,z4xwOylfNN,2014-05-30T14:01:55.170Z,rangitoto_4000_9,auckland,13-501 Apple (AFOC)
